date,draw_no,n1,n2,n3,n4,n5,n6,joker,super,numbers,bonus
2022-09-21,114,1,3,41,43,49,86,62.0,56.0,1 3 41 43 49 86,62 56
2022-09-24,115,2,7,15,20,21,43,25.0,47.0,2 7 15 20 21 43,25 47
2022-09-26,116,40,44,66,82,84,87,47.0,75.0,40 44 66 82 84 87,47 75
2022-10-01,118,22,28,43,44,45,46,29.0,47.0,22 28 43 44 45 46,29 47
2022-10-03,119,21,25,35,65,78,90,32.0,74.0,21 25 35 65 78 90,32 74
2022-10-05,120,1,3,25,30,62,75,17.0,56.0,1 3 25 30 62 75,17 56
2022-10-08,121,14,16,30,52,63,72,28.0,40.0,14 16 30 52 63 72,28 40
2022-10-10,122,14,28,46,56,57,58,40.0,37.0,14 28 46 56 57 58,40 37
2022-10-12,123,4,15,18,46,85,90,86.0,26.0,4 15 18 46 85 90,86 26
2022-10-15,124,13,24,27,45,65,81,88.0,48.0,13 24 27 45 65 81,88 48
2022-10-17,125,6,31,61,68,71,78,18.0,2.0,6 31 61 68 71 78,18 2
2022-10-19,126,23,24,29,33,60,75,85.0,36.0,23 24 29 33 60 75,85 36
2022-10-22,127,2,4,11,36,49,69,33.0,52.0,2 4 11 36 49 69,33 52
2022-10-24,128,13,24,50,59,65,80,14.0,73.0,13 24 50 59 65 80,14 73
2022-10-26,129,29,31,40,67,81,90,88.0,22.0,29 31 40 67 81 90,88 22
2022-10-29,130,1,3,7,17,41,46,21.0,20.0,1 3 7 17 41 46,21 20
2022-10-31,131,1,4,64,67,77,88,59.0,68.0,1 4 64 67 77 88,59 68
2022-11-02,132,6,22,23,40,78,79,74.0,1.0,6 22 23 40 78 79,74 1
2022-11-05,133,28,36,44,71,78,88,65.0,4.0,28 36 44 71 78 88,65 4
2022-11-07,134,37,55,58,64,66,72,16.0,79.0,37 55 58 64 66 72,16 79
2022-11-09,135,14,42,46,71,77,85,64.0,82.0,14 42 46 71 77 85,64 82
2022-11-12,136,28,33,52,61,68,69,70.0,41.0,28 33 52 61 68 69,70 41
2022-11-14,137,2,5,10,12,55,67,90.0,74.0,2 5 10 12 55 67,90 74
2022-11-16,138,37,38,63,66,78,85,73.0,67.0,37 38 63 66 78 85,73 67
2022-11-19,139,9,19,41,55,63,68,11.0,89.0,9 19 41 55 63 68,11 89
2022-11-21,140,8,29,54,65,76,87,25.0,46.0,8 29 54 65 76 87,25 46
2022-11-23,141,2,26,27,31,60,71,14.0,77.0,2 26 27 31 60 71,14 77
2022-11-26,142,2,12,21,58,63,64,70.0,26.0,2 12 21 58 63 64,70 26
2022-11-28,143,13,28,34,67,77,81,36.0,71.0,13 28 34 67 77 81,36 71
2022-11-30,144,8,14,26,30,83,84,17.0,52.0,8 14 26 30 83 84,17 52
2022-12-03,145,4,12,14,52,68,76,57.0,67.0,4 12 14 52 68 76,57 67
2022-12-05,146,38,44,51,60,66,80,11.0,14.0,38 44 51 60 66 80,11 14
2022-12-07,147,4,14,26,39,47,64,11.0,53.0,4 14 26 39 47 64,11 53
2022-12-10,148,1,41,59,63,65,86,27.0,60.0,1 41 59 63 65 86,27 60
2022-12-12,149,6,16,27,32,62,68,57.0,42.0,6 16 27 32 62 68,57 42
2022-12-14,150,13,27,29,34,58,82,38.0,13.0,13 27 29 34 58 82,38 13
2022-12-17,151,7,13,39,41,65,69,45.0,66.0,7 13 39 41 65 69,45 66
2022-12-19,152,32,35,42,74,80,84,58.0,83.0,32 35 42 74 80 84,58 83
2022-12-21,153,51,54,63,67,77,88,9.0,24.0,51 54 63 67 77 88,9 24
2022-12-24,154,9,31,34,75,80,86,50.0,62.0,9 31 34 75 80 86,50 62
2022-12-26,155,4,18,23,33,71,89,54.0,63.0,4 18 23 33 71 89,54 63
2022-12-28,156,11,28,52,71,77,87,12.0,69.0,11 28 52 71 77 87,12 69
2022-12-30,157,16,22,42,64,68,84,51.0,76.0,16 22 42 64 68 84,51 76
2023-01-02,1,2,6,9,25,50,65,79.0,70.0,2 6 9 25 50 65,79 70
2023-01-04,2,5,28,48,60,63,80,46.0,62.0,5 28 48 60 63 80,46 62
2023-01-07,3,21,45,51,58,63,87,15.0,44.0,21 45 51 58 63 87,15 44
2023-01-09,4,4,21,23,33,35,48,12.0,73.0,4 21 23 33 35 48,12 73
2023-01-11,5,1,22,32,50,74,81,33.0,69.0,1 22 32 50 74 81,33 69
2023-01-14,6,8,34,56,77,85,89,6.0,32.0,8 34 56 77 85 89,6 32
2023-01-16,7,2,23,34,41,57,70,49.0,79.0,2 23 34 41 57 70,49 79
2023-01-18,8,10,22,35,44,52,85,81.0,64.0,10 22 35 44 52 85,81 64
2023-01-21,9,39,49,62,81,87,88,14.0,14.0,39 49 62 81 87 88,14 14
2023-01-23,10,4,17,30,65,69,78,33.0,3.0,4 17 30 65 69 78,33 3
2023-01-25,11,26,29,40,63,70,88,72.0,65.0,26 29 40 63 70 88,72 65
2023-01-28,12,7,11,29,44,45,84,51.0,76.0,7 11 29 44 45 84,51 76
2023-01-30,13,7,61,63,75,83,89,71.0,71.0,7 61 63 75 83 89,71 71
2023-02-01,14,12,13,79,87,88,89,29.0,87.0,12 13 79 87 88 89,29 87
2023-02-03,15,33,38,47,57,81,85,49.0,41.0,33 38 47 57 81 85,49 41
2023-02-04,15,25,31,37,38,56,85,29.0,15.0,25 31 37 38 56 85,29 15
2023-02-06,16,12,30,48,52,61,82,55.0,30.0,12 30 48 52 61 82,55 30
2023-02-08,17,5,6,21,44,71,79,43.0,87.0,5 6 21 44 71 79,43 87
2023-02-11,18,6,11,16,46,59,69,25.0,52.0,6 11 16 46 59 69,25 52
2023-02-13,19,4,7,23,37,40,50,75.0,55.0,4 7 23 37 40 50,75 55
2023-02-15,20,11,32,59,60,67,85,26.0,70.0,11 32 59 60 67 85,26 70
2023-02-18,21,20,23,40,60,83,85,64.0,4.0,20 23 40 60 83 85,64 4
2023-02-20,22,5,13,42,45,68,81,41.0,3.0,5 13 42 45 68 81,41 3
2023-02-22,23,21,24,63,72,80,86,46.0,85.0,21 24 63 72 80 86,46 85
2023-02-25,24,1,17,25,55,62,77,13.0,82.0,1 17 25 55 62 77,13 82
2023-02-27,25,6,7,71,74,82,86,38.0,73.0,6 7 71 74 82 86,38 73
2023-03-01,26,5,6,8,24,57,58,87.0,59.0,5 6 8 24 57 58,87 59
2023-03-04,27,48,57,62,74,87,88,42.0,8.0,48 57 62 74 87 88,42 8
2023-03-06,28,5,7,38,57,64,66,16.0,76.0,5 7 38 57 64 66,16 76
2023-03-08,29,28,29,30,37,61,71,10.0,9.0,28 29 30 37 61 71,10 9
2023-03-11,30,23,38,45,66,77,83,75.0,2.0,23 38 45 66 77 83,75 2
2023-03-13,31,5,30,78,81,83,90,62.0,21.0,5 30 78 81 83 90,62 21
2023-03-15,32,11,28,29,58,68,78,24.0,26.0,11 28 29 58 68 78,24 26
2023-03-18,33,11,18,30,60,81,84,17.0,61.0,11 18 30 60 81 84,17 61
2023-03-20,34,11,14,15,25,26,74,64.0,58.0,11 14 15 25 26 74,64 58
2023-03-22,35,3,29,58,68,69,77,42.0,14.0,3 29 58 68 69 77,42 14
2023-03-25,36,6,37,66,72,77,83,1.0,53.0,6 37 66 72 77 83,1 53
2023-03-27,37,23,25,36,38,82,83,16.0,34.0,23 25 36 38 82 83,16 34
2023-03-29,38,21,33,49,50,51,55,76.0,59.0,21 33 49 50 51 55,76 59
2023-04-01,39,10,28,38,70,86,89,13.0,8.0,10 28 38 70 86 89,13 8
2023-04-03,40,2,11,47,61,80,89,74.0,13.0,2 11 47 61 80 89,74 13
2023-04-05,41,25,36,39,47,55,58,51.0,70.0,25 36 39 47 55 58,51 70
2023-04-08,42,5,20,21,31,40,51,24.0,80.0,5 20 21 31 40 51,24 80
2023-04-10,43,1,2,11,33,38,89,81.0,50.0,1 2 11 33 38 89,81 50
2023-04-12,44,38,42,63,65,82,85,9.0,72.0,38 42 63 65 82 85,9 72
2023-04-15,45,9,26,39,43,56,64,87.0,9.0,9 26 39 43 56 64,87 9
2023-04-17,46,5,6,18,25,48,72,2.0,70.0,5 6 18 25 48 72,2 70
2023-04-19,47,35,41,42,46,70,87,7.0,62.0,35 41 42 46 70 87,7 62
2023-04-22,48,7,8,11,20,46,76,5.0,18.0,7 8 11 20 46 76,5 18
2023-04-24,49,12,15,45,62,74,84,76.0,50.0,12 15 45 62 74 84,76 50
2023-04-26,50,8,25,53,62,71,82,28.0,25.0,8 25 53 62 71 82,28 25
2023-04-29,51,8,11,41,58,84,87,63.0,76.0,8 11 41 58 84 87,63 76
2023-05-01,52,34,39,43,49,56,57,52.0,43.0,34 39 43 49 56 57,52 43
2023-05-03,53,7,18,45,47,61,88,60.0,13.0,7 18 45 47 61 88,60 13
2023-05-06,54,21,29,66,67,82,87,55.0,65.0,21 29 66 67 82 87,55 65
2023-05-08,55,9,15,46,47,57,67,86.0,14.0,9 15 46 47 57 67,86 14
2023-05-10,56,17,30,35,62,89,90,28.0,7.0,17 30 35 62 89 90,28 7
2023-05-13,57,25,49,66,80,81,88,55.0,90.0,25 49 66 80 81 88,55 90
2023-05-15,58,10,13,20,31,69,87,56.0,56.0,10 13 20 31 69 87,56 56
2023-05-19,59,14,29,40,46,79,89,19.0,66.0,14 29 40 46 79 89,19 66
2023-05-20,60,3,14,18,51,62,68,31.0,84.0,3 14 18 51 62 68,31 84
2023-05-22,61,18,36,45,48,49,69,58.0,68.0,18 36 45 48 49 69,58 68
2023-05-24,62,11,37,38,40,49,78,59.0,69.0,11 37 38 40 49 78,59 69
2023-05-27,63,20,22,32,46,56,75,66.0,77.0,20 22 32 46 56 75,66 77
2023-05-29,64,8,15,47,63,69,86,18.0,59.0,8 15 47 63 69 86,18 59
2023-05-31,65,1,7,10,30,49,66,46.0,43.0,1 7 10 30 49 66,46 43
2023-06-03,66,24,26,43,54,62,85,8.0,43.0,24 26 43 54 62 85,8 43
2023-06-05,67,15,56,67,69,88,89,1.0,54.0,15 56 67 69 88 89,1 54
2023-06-05,93,18,26,34,43,52,80,36.0,45.0,18 26 34 43 52 80,36 45
2023-06-07,68,1,12,41,49,55,71,8.0,34.0,1 12 41 49 55 71,8 34
2023-06-10,69,2,37,39,45,50,52,34.0,17.0,2 37 39 45 50 52,34 17
2023-06-12,70,1,12,46,58,80,86,30.0,50.0,1 12 46 58 80 86,30 50
2023-06-14,71,4,9,34,38,89,90,86.0,67.0,4 9 34 38 89 90,86 67
2023-06-17,72,7,30,32,33,34,35,54.0,55.0,7 30 32 33 34 35,54 55
2023-06-18,77,14,19,72,73,75,82,28.0,72.0,14 19 72 73 75 82,28 72
2023-06-19,73,9,22,27,50,74,86,2.0,76.0,9 22 27 50 74 86,2 76
2023-06-21,74,10,25,39,47,52,72,61.0,26.0,10 25 39 47 52 72,61 26
2023-06-24,75,18,51,64,66,84,87,24.0,24.0,18 51 64 66 84 87,24 24
2023-06-26,76,51,64,69,70,78,85,42.0,42.0,51 64 69 70 78 85,42 42
2023-07-01,78,3,19,24,41,46,50,4.0,13.0,3 19 24 41 46 50,4 13
2023-07-03,79,7,14,52,71,77,87,46.0,89.0,7 14 52 71 77 87,46 89
2023-07-05,80,4,16,37,38,64,81,22.0,79.0,4 16 37 38 64 81,22 79
2023-07-08,81,10,37,45,67,73,84,68.0,45.0,10 37 45 67 73 84,68 45
2023-07-10,82,27,42,45,53,63,81,85.0,78.0,27 42 45 53 63 81,85 78
2023-07-12,83,21,30,31,40,51,71,54.0,59.0,21 30 31 40 51 71,54 59
2023-07-15,84,14,28,41,45,66,87,39.0,4.0,14 28 41 45 66 87,39 4
2023-07-17,85,5,30,55,62,66,78,79.0,16.0,5 30 55 62 66 78,79 16
2023-07-19,86,25,28,44,60,77,89,47.0,13.0,25 28 44 60 77 89,47 13
2023-07-22,87,12,34,52,56,59,82,15.0,71.0,12 34 52 56 59 82,15 71
2023-07-24,88,4,12,31,38,68,83,9.0,48.0,4 12 31 38 68 83,9 48
2023-07-26,89,10,20,23,30,83,89,7.0,80.0,10 20 23 30 83 89,7 80
2023-07-29,90,33,45,63,66,74,89,67.0,89.0,33 45 63 66 74 89,67 89
2023-07-31,91,1,26,34,56,64,67,71.0,14.0,1 26 34 56 64 67,71 14
2023-08-02,92,4,32,64,71,82,89,3.0,21.0,4 32 64 71 82 89,3 21
2023-08-02,95,20,36,39,69,71,75,88.0,42.0,20 36 39 69 71 75,88 42
2023-08-07,94,21,34,40,51,79,88,33.0,30.0,21 34 40 51 79 88,33 30
2023-08-12,96,39,59,60,63,81,84,7.0,60.0,39 59 60 63 81 84,7 60
2023-08-14,97,5,6,31,66,67,77,64.0,89.0,5 6 31 66 67 77,64 89
2023-08-16,98,45,58,66,79,84,89,9.0,64.0,45 58 66 79 84 89,9 64
2023-08-19,99,37,45,48,55,73,84,24.0,68.0,37 45 48 55 73 84,24 68
2023-08-21,100,17,20,32,33,49,57,40.0,18.0,17 20 32 33 49 57,40 18
2023-08-23,101,9,18,24,42,76,86,71.0,10.0,9 18 24 42 76 86,71 10
2023-08-26,102,15,30,72,76,78,79,51.0,51.0,15 30 72 76 78 79,51 51
2023-08-28,103,1,29,36,48,60,89,67.0,56.0,1 29 36 48 60 89,67 56
2023-08-30,104,6,20,40,46,47,48,28.0,71.0,6 20 40 46 47 48,28 71
2023-09-02,105,29,36,38,43,49,78,46.0,65.0,29 36 38 43 49 78,46 65
2023-09-04,106,3,37,70,80,86,90,39.0,2.0,3 37 70 80 86 90,39 2
2023-09-06,107,12,35,45,60,68,70,27.0,35.0,12 35 45 60 68 70,27 35
2023-09-09,108,1,2,13,16,24,47,11.0,17.0,1 2 13 16 24 47,11 17
2023-09-11,109,3,14,20,40,79,84,35.0,67.0,3 14 20 40 79 84,35 67
2023-09-13,110,11,14,50,54,61,73,30.0,7.0,11 14 50 54 61 73,30 7
2023-09-16,111,14,45,67,73,82,88,89.0,85.0,14 45 67 73 82 88,89 85
2023-09-18,112,39,40,42,45,50,55,69.0,15.0,39 40 42 45 50 55,69 15
2023-09-20,113,26,34,38,43,68,76,44.0,11.0,26 34 38 43 68 76,44 11
2023-09-23,114,1,11,34,40,60,72,75.0,19.0,1 11 34 40 60 72,75 19
2023-09-25,115,15,23,25,76,79,89,83.0,34.0,15 23 25 76 79 89,83 34
2023-09-27,116,32,50,57,69,70,75,5.0,65.0,32 50 57 69 70 75,5 65
2023-09-30,117,22,27,28,62,75,76,16.0,46.0,22 27 28 62 75 76,16 46
2023-10-02,118,3,19,45,58,62,88,34.0,16.0,3 19 45 58 62 88,34 16
2023-10-04,119,5,22,39,61,75,80,66.0,55.0,5 22 39 61 75 80,66 55
2023-10-07,120,20,22,36,65,66,69,16.0,53.0,20 22 36 65 66 69,16 53
2023-10-09,121,19,26,28,38,59,77,57.0,66.0,19 26 28 38 59 77,57 66
2023-10-11,122,10,14,38,43,50,81,12.0,35.0,10 14 38 43 50 81,12 35
2023-10-14,123,4,59,76,83,86,90,38.0,69.0,4 59 76 83 86 90,38 69
2023-10-16,124,2,12,15,31,48,58,71.0,66.0,2 12 15 31 48 58,71 66
2023-10-18,125,49,51,60,61,66,73,31.0,51.0,49 51 60 61 66 73,31 51
2023-10-21,126,13,18,32,37,58,75,26.0,21.0,13 18 32 37 58 75,26 21
2023-10-23,127,35,37,59,60,75,85,28.0,25.0,35 37 59 60 75 85,28 25
2023-10-25,128,11,20,42,47,54,57,2.0,29.0,11 20 42 47 54 57,2 29
2023-10-28,129,1,2,11,20,21,41,26.0,35.0,1 2 11 20 21 41,26 35
2023-10-30,130,6,34,46,66,71,83,42.0,77.0,6 34 46 66 71 83,42 77
2023-11-01,131,2,31,33,65,69,87,85.0,71.0,2 31 33 65 69 87,85 71
2023-11-04,132,8,42,64,76,83,86,46.0,30.0,8 42 64 76 83 86,46 30
2023-11-06,133,22,34,36,46,50,69,83.0,60.0,22 34 36 46 50 69,83 60
2023-11-08,134,6,19,44,45,50,81,38.0,25.0,6 19 44 45 50 81,38 25
2023-11-11,135,24,30,56,60,63,85,34.0,18.0,24 30 56 60 63 85,34 18
2023-11-13,136,43,60,68,71,74,90,54.0,21.0,43 60 68 71 74 90,54 21
2023-11-15,137,31,33,38,56,67,78,26.0,56.0,31 33 38 56 67 78,26 56
2023-11-18,138,3,49,55,76,81,86,36.0,61.0,3 49 55 76 81 86,36 61
2023-11-20,139,24,25,31,68,74,75,62.0,53.0,24 25 31 68 74 75,62 53
2023-11-22,140,2,5,15,23,36,49,66.0,64.0,2 5 15 23 36 49,66 64
2023-11-25,141,25,28,40,50,53,90,80.0,6.0,25 28 40 50 53 90,80 6
2023-11-27,142,32,35,36,47,62,63,1.0,57.0,32 35 36 47 62 63,1 57
2023-11-29,143,13,42,44,52,67,75,21.0,77.0,13 42 44 52 67 75,21 77
2023-12-02,144,43,48,51,69,82,86,29.0,5.0,43 48 51 69 82 86,29 5
2023-12-04,145,5,29,36,39,47,51,78.0,18.0,5 29 36 39 47 51,78 18
2023-12-06,146,14,16,44,59,70,89,73.0,43.0,14 16 44 59 70 89,73 43
2023-12-09,147,9,22,29,53,72,87,58.0,12.0,9 22 29 53 72 87,58 12
2023-12-11,148,27,36,41,47,59,67,5.0,24.0,27 36 41 47 59 67,5 24
2023-12-13,149,1,13,20,78,86,87,50.0,5.0,1 13 20 78 86 87,50 5
2023-12-16,150,4,10,24,41,87,88,1.0,74.0,4 10 24 41 87 88,1 74
2023-12-18,151,33,45,53,80,85,89,77.0,39.0,33 45 53 80 85 89,77 39
2023-12-20,152,1,16,45,50,54,78,66.0,36.0,1 16 45 50 54 78,66 36
2023-12-23,153,18,20,42,50,54,85,61.0,67.0,18 20 42 50 54 85,61 67
2023-12-25,154,43,55,56,60,64,66,12.0,60.0,43 55 56 60 64 66,12 60
2023-12-27,155,17,39,44,60,68,87,5.0,70.0,17 39 44 60 68 87,5 70
2023-12-30,156,40,41,46,62,74,85,18.0,61.0,40 41 46 62 74 85,18 61
2024-01-01,1,20,21,31,45,46,87,37.0,90.0,20 21 31 45 46 87,37 90
2024-01-03,2,3,18,50,54,66,86,22.0,25.0,3 18 50 54 66 86,22 25
2024-01-06,3,45,49,51,60,71,86,77.0,38.0,45 49 51 60 71 86,77 38
2024-01-08,4,4,33,35,62,65,76,67.0,50.0,4 33 35 62 65 76,67 50
2024-01-10,5,14,28,41,45,49,62,60.0,46.0,14 28 41 45 49 62,60 46
2024-01-13,6,27,44,60,67,68,88,85.0,16.0,27 44 60 67 68 88,85 16
2024-01-15,7,7,11,21,22,27,63,48.0,55.0,7 11 21 22 27 63,48 55
2024-01-17,8,13,26,38,55,60,63,61.0,63.0,13 26 38 55 60 63,61 63
2024-01-20,9,10,25,31,45,65,77,18.0,55.0,10 25 31 45 65 77,18 55
2024-01-22,10,9,17,20,33,63,75,38.0,74.0,9 17 20 33 63 75,38 74
2024-01-24,11,3,5,37,50,52,62,59.0,53.0,3 5 37 50 52 62,59 53
2024-01-27,12,22,57,60,62,64,83,41.0,72.0,22 57 60 62 64 83,41 72
2024-01-29,13,16,18,25,26,71,83,1.0,31.0,16 18 25 26 71 83,1 31
2024-01-31,14,9,13,79,83,84,89,18.0,4.0,9 13 79 83 84 89,18 4
2024-02-05,16,15,30,48,53,76,77,61.0,67.0,15 30 48 53 76 77,61 67
2024-02-07,17,23,26,29,41,69,77,51.0,6.0,23 26 29 41 69 77,51 6
2024-02-10,18,3,42,47,64,71,74,33.0,88.0,3 42 47 64 71 74,33 88
2024-02-12,19,36,40,50,53,70,76,49.0,77.0,36 40 50 53 70 76,49 77
2024-02-14,20,1,29,40,45,63,74,76.0,54.0,1 29 40 45 63 74,76 54
2024-02-17,21,15,36,40,63,74,79,81.0,66.0,15 36 40 63 74 79,81 66
2024-02-19,22,7,10,15,31,52,77,78.0,38.0,7 10 15 31 52 77,78 38
2024-02-21,23,10,11,47,57,60,67,36.0,73.0,10 11 47 57 60 67,36 73
2024-02-24,24,37,69,71,74,77,88,54.0,22.0,37 69 71 74 77 88,54 22
2024-02-26,25,1,22,36,58,76,87,4.0,40.0,1 22 36 58 76 87,4 40
2024-02-28,26,9,10,17,23,30,60,69.0,83.0,9 10 17 23 30 60,69 83
2024-03-02,27,8,19,47,54,56,78,59.0,81.0,8 19 47 54 56 78,59 81
2024-03-04,28,35,42,56,58,69,87,24.0,75.0,35 42 56 58 69 87,24 75
2024-03-06,29,9,11,46,48,49,86,12.0,8.0,9 11 46 48 49 86,12 8
2024-03-09,30,2,8,23,50,51,68,79.0,81.0,2 8 23 50 51 68,79 81
2024-03-11,31,27,42,57,65,67,83,50.0,21.0,27 42 57 65 67 83,50 21
2024-03-13,32,5,56,59,62,78,84,25.0,42.0,5 56 59 62 78 84,25 42
2024-03-16,33,28,34,45,60,71,80,47.0,59.0,28 34 45 60 71 80,47 59
2024-03-18,34,3,18,68,84,87,88,26.0,4.0,3 18 68 84 87 88,26 4
2024-03-20,35,7,37,44,51,61,66,70.0,4.0,7 37 44 51 61 66,70 4
2024-03-23,36,15,19,39,60,69,83,81.0,32.0,15 19 39 60 69 83,81 32
2024-03-25,37,9,47,62,68,77,90,56.0,81.0,9 47 62 68 77 90,56 81
2024-03-27,38,3,6,18,31,62,87,46.0,64.0,3 6 18 31 62 87,46 64
2024-03-30,39,14,17,31,55,56,69,53.0,56.0,14 17 31 55 56 69,53 56
2024-04-01,40,6,19,46,49,59,64,34.0,6.0,6 19 46 49 59 64,34 6
2024-04-03,41,8,21,27,45,70,82,85.0,59.0,8 21 27 45 70 82,85 59
2024-04-06,42,20,32,47,62,72,88,67.0,34.0,20 32 47 62 72 88,67 34
2024-04-08,43,27,38,39,42,48,51,22.0,63.0,27 38 39 42 48 51,22 63
2024-04-10,44,28,35,36,37,40,73,15.0,15.0,28 35 36 37 40 73,15 15
2024-04-13,45,8,55,60,64,70,81,6.0,15.0,8 55 60 64 70 81,6 15
2024-04-15,46,4,7,32,42,58,64,65.0,73.0,4 7 32 42 58 64,65 73
2024-04-17,47,16,23,24,41,63,85,39.0,52.0,16 23 24 41 63 85,39 52
2024-04-20,48,8,15,26,32,47,88,79.0,12.0,8 15 26 32 47 88,79 12
2024-04-22,49,3,48,61,71,81,82,42.0,27.0,3 48 61 71 81 82,42 27
2024-04-24,50,37,38,49,69,84,90,62.0,22.0,37 38 49 69 84 90,62 22
2024-04-27,51,28,47,71,77,81,85,42.0,35.0,28 47 71 77 81 85,42 35
2024-04-29,52,10,20,23,47,64,68,67.0,42.0,10 20 23 47 64 68,67 42
2024-05-01,53,8,23,44,77,84,86,9.0,13.0,8 23 44 77 84 86,9 13
2024-05-04,54,3,26,32,61,82,83,41.0,68.0,3 26 32 61 82 83,41 68
2024-05-06,55,5,17,21,52,56,85,79.0,64.0,5 17 21 52 56 85,79 64
2024-05-08,56,2,7,19,50,53,54,8.0,79.0,2 7 19 50 53 54,8 79
2024-05-11,57,13,32,44,55,57,90,21.0,36.0,13 32 44 55 57 90,21 36
2024-05-13,58,25,36,55,61,64,87,43.0,84.0,25 36 55 61 64 87,43 84
2024-05-15,59,21,30,42,43,48,50,75.0,5.0,21 30 42 43 48 50,75 5
2024-05-18,60,30,42,53,65,79,80,83.0,57.0,30 42 53 65 79 80,83 57
2024-05-20,61,6,7,24,51,52,86,80.0,69.0,6 7 24 51 52 86,80 69
2024-05-22,62,13,26,30,34,37,56,57.0,70.0,13 26 30 34 37 56,57 70
2024-05-25,63,19,28,44,62,73,81,61.0,89.0,19 28 44 62 73 81,61 89
2024-05-27,64,18,28,38,41,43,73,49.0,31.0,18 28 38 41 43 73,49 31
2024-05-29,65,23,28,44,58,69,78,45.0,15.0,23 28 44 58 69 78,45 15
2024-06-01,66,6,34,55,65,74,86,8.0,23.0,6 34 55 65 74 86,8 23
2024-06-03,67,6,34,49,61,69,86,63.0,67.0,6 34 49 61 69 86,63 67
2024-06-05,68,12,16,45,55,88,90,56.0,30.0,12 16 45 55 88 90,56 30
2024-06-10,70,3,11,24,33,61,82,69.0,60.0,3 11 24 33 61 82,69 60
2024-06-12,71,2,12,13,51,75,89,60.0,29.0,2 12 13 51 75 89,60 29
2024-06-15,72,18,20,47,63,64,77,75.0,83.0,18 20 47 63 64 77,75 83
2024-06-17,73,23,32,48,51,58,89,83.0,65.0,23 32 48 51 58 89,83 65
2024-06-19,74,12,16,33,62,80,84,44.0,73.0,12 16 33 62 80 84,44 73
2024-06-22,75,19,30,45,57,78,87,5.0,4.0,19 30 45 57 78 87,5 4
2024-06-24,76,18,26,44,63,64,72,34.0,27.0,18 26 44 63 64 72,34 27
2024-06-26,77,18,33,38,48,52,75,49.0,16.0,18 33 38 48 52 75,49 16
2024-06-29,78,8,40,46,47,57,84,12.0,29.0,8 40 46 47 57 84,12 29
2024-07-01,79,13,36,40,44,53,75,55.0,17.0,13 36 40 44 53 75,55 17
2024-07-03,80,10,12,32,60,77,87,16.0,57.0,10 12 32 60 77 87,16 57
2024-07-06,81,26,32,35,43,56,81,38.0,44.0,26 32 35 43 56 81,38 44
2024-07-08,82,6,35,44,53,57,85,4.0,9.0,6 35 44 53 57 85,4 9
2024-07-10,83,15,24,31,40,48,90,87.0,36.0,15 24 31 40 48 90,87 36
2024-07-13,84,6,29,38,69,78,79,27.0,38.0,6 29 38 69 78 79,27 38
2024-07-15,85,2,8,23,48,63,83,43.0,28.0,2 8 23 48 63 83,43 28
2024-07-17,86,42,52,57,60,63,73,50.0,24.0,42 52 57 60 63 73,50 24
2024-07-20,87,7,23,45,58,60,73,46.0,26.0,7 23 45 58 60 73,46 26
2024-07-22,88,1,38,56,60,64,87,33.0,89.0,1 38 56 60 64 87,33 89
2024-07-24,89,1,18,31,46,61,84,41.0,29.0,1 18 31 46 61 84,41 29
2024-07-27,90,14,21,45,56,70,76,35.0,53.0,14 21 45 56 70 76,35 53
2024-07-29,91,3,24,54,72,75,84,35.0,32.0,3 24 54 72 75 84,35 32
2024-07-31,92,28,50,52,61,79,89,18.0,86.0,28 50 52 61 79 89,18 86
2024-08-03,93,10,13,35,42,60,87,69.0,17.0,10 13 35 42 60 87,69 17
