date,draw_no,n1,n2,n3,n4,n5,n6,joker,super,numbers,bonus
2024-08-05,94,15,17,46,51,66,72,69.0,63.0,15 17 46 51 66 72,69 63
2024-08-07,95,19,46,54,56,80,82,13.0,48.0,19 46 54 56 80 82,13 48
2024-08-10,96,2,19,34,35,38,61,80.0,64.0,2 19 34 35 38 61,80 64
2024-08-12,97,16,24,37,73,77,85,22.0,56.0,16 24 37 73 77 85,22 56
2024-08-14,98,1,8,10,37,54,77,79.0,87.0,1 8 10 37 54 77,79 87
2024-08-17,99,3,19,32,66,71,81,74.0,9.0,3 19 32 66 71 81,74 9
2024-08-19,100,3,6,36,45,67,82,11.0,47.0,3 6 36 45 67 82,11 47
2024-08-21,101,6,12,16,29,63,72,75.0,44.0,6 12 16 29 63 72,75 44
2024-08-24,102,10,13,19,39,87,89,14.0,83.0,10 13 19 39 87 89,14 83
2024-08-26,103,35,45,48,50,63,69,15.0,44.0,35 45 48 50 63 69,15 44
2024-08-28,104,3,20,34,45,60,71,75.0,52.0,3 20 34 45 60 71,75 52
2024-08-31,105,23,45,48,51,73,90,58.0,32.0,23 45 48 51 73 90,58 32
2024-09-02,106,15,30,35,45,61,68,11.0,28.0,15 30 35 45 61 68,11 28
2024-09-04,107,57,58,62,66,84,89,10.0,56.0,57 58 62 66 84 89,10 56
2024-09-07,108,8,13,16,30,38,84,78.0,70.0,8 13 16 30 38 84,78 70
2024-09-09,109,4,5,13,15,48,90,47.0,49.0,4 5 13 15 48 90,47 49
2024-09-11,110,14,35,56,60,82,87,81.0,18.0,14 35 56 60 82 87,81 18
2024-09-14,111,9,19,26,41,77,89,82.0,53.0,9 19 26 41 77 89,82 53
2024-09-16,112,1,17,25,35,44,90,46.0,35.0,1 17 25 35 44 90,46 35
2024-09-18,113,17,27,48,50,71,88,58.0,58.0,17 27 48 50 71 88,58 58
2024-09-21,114,23,44,53,58,88,90,30.0,43.0,23 44 53 58 88 90,30 43
2024-09-23,115,3,14,16,54,58,69,42.0,10.0,3 14 16 54 58 69,42 10
2024-09-25,116,5,21,25,35,56,82,24.0,17.0,5 21 25 35 56 82,24 17
2024-09-28,117,49,53,54,63,67,68,77.0,80.0,49 53 54 63 67 68,77 80
2024-09-30,118,30,37,39,65,77,90,28.0,70.0,30 37 39 65 77 90,28 70
2024-10-02,119,22,40,54,55,61,62,90.0,89.0,22 40 54 55 61 62,90 89
2024-10-05,120,4,7,30,34,48,80,86.0,31.0,4 7 30 34 48 80,86 31
2024-10-07,121,27,37,44,46,79,81,10.0,5.0,27 37 44 46 79 81,10 5
2024-10-09,122,49,51,63,67,89,90,52.0,82.0,49 51 63 67 89 90,52 82
2024-10-11,136,4,18,46,47,64,66,29.0,73.0,4 18 46 47 64 66,29 73
2024-10-12,123,2,9,10,20,44,69,80.0,39.0,2 9 10 20 44 69,80 39
2024-10-14,124,8,33,50,59,71,77,35.0,89.0,8 33 50 59 71 77,35 89
2024-10-16,125,4,20,43,52,69,89,80.0,55.0,4 20 43 52 69 89,80 55
2024-10-19,126,8,21,22,27,49,67,57.0,74.0,8 21 22 27 49 67,57 74
2024-10-21,127,20,33,52,54,59,76,5.0,44.0,20 33 52 54 59 76,5 44
2024-10-23,128,14,35,38,53,60,89,64.0,12.0,14 35 38 53 60 89,64 12
2024-10-26,129,8,13,14,41,47,84,40.0,36.0,8 13 14 41 47 84,40 36
2024-10-28,130,8,28,43,57,75,87,20.0,44.0,8 28 43 57 75 87,20 44
2024-10-30,131,3,18,22,26,48,85,68.0,20.0,3 18 22 26 48 85,68 20
2024-11-02,132,33,54,66,78,80,89,15.0,4.0,33 54 66 78 80 89,15 4
2024-11-04,133,9,12,26,38,63,69,55.0,79.0,9 12 26 38 63 69,55 79
2024-11-06,134,4,33,37,43,46,63,19.0,72.0,4 33 37 43 46 63,19 72
2024-11-09,135,15,33,36,74,78,81,85.0,57.0,15 33 36 74 78 81,85 57
2024-11-13,137,5,29,30,64,84,89,74.0,21.0,5 29 30 64 84 89,74 21
2024-11-16,138,28,51,54,56,59,74,38.0,29.0,28 51 54 56 59 74,38 29
2024-11-18,139,2,25,36,58,79,80,66.0,77.0,2 25 36 58 79 80,66 77
2024-11-20,140,5,18,29,33,70,81,71.0,1.0,5 18 29 33 70 81,71 1
2024-11-23,141,15,25,62,65,77,86,80.0,37.0,15 25 62 65 77 86,80 37
2024-11-25,142,11,12,23,24,55,80,9.0,61.0,11 12 23 24 55 80,9 61
2024-11-27,143,27,42,47,69,76,85,80.0,40.0,27 42 47 69 76 85,80 40
2024-11-30,144,15,38,45,47,57,71,37.0,89.0,15 38 45 47 57 71,37 89
2024-12-02,145,3,16,40,44,50,77,21.0,22.0,3 16 40 44 50 77,21 22
2024-12-04,146,16,27,44,49,62,73,3.0,1.0,16 27 44 49 62 73,3 1
2024-12-07,147,10,13,18,31,55,63,66.0,36.0,10 13 18 31 55 63,66 36
2024-12-09,148,10,12,74,80,81,82,32.0,59.0,10 12 74 80 81 82,32 59
2024-12-11,149,28,34,56,70,73,86,3.0,75.0,28 34 56 70 73 86,3 75
2024-12-14,150,7,15,38,46,68,80,39.0,35.0,7 15 38 46 68 80,39 35
2024-12-16,151,3,12,17,56,69,76,16.0,44.0,3 12 17 56 69 76,16 44
2024-12-18,152,1,31,32,49,50,75,52.0,29.0,1 31 32 49 50 75,52 29
2024-12-21,153,20,40,46,69,78,80,87.0,38.0,20 40 46 69 78 80,87 38
2024-12-23,154,5,27,34,58,77,86,54.0,63.0,5 27 34 58 77 86,54 63
2024-12-25,155,1,7,19,43,56,82,72.0,5.0,1 7 19 43 56 82,72 5
2024-12-28,156,9,16,31,51,73,83,43.0,67.0,9 16 31 51 73 83,43 67
2024-12-30,157,1,20,34,43,88,90,33.0,54.0,1 20 34 43 88 90,33 54
2025-01-01,1,1,21,46,61,71,78,86.0,7.0,1 21 46 61 71 78,86 7
2025-01-04,2,2,42,50,57,59,90,6.0,1.0,2 42 50 57 59 90,6 1
2025-01-06,3,5,16,54,58,68,84,90.0,41.0,5 16 54 58 68 84,90 41
2025-01-08,4,8,36,59,60,68,75,34.0,12.0,8 36 59 60 68 75,34 12
2025-01-11,5,5,21,30,32,42,75,29.0,29.0,5 21 30 32 42 75,29 29
2025-01-13,6,14,28,42,54,64,89,76.0,72.0,14 28 42 54 64 89,76 72
2025-01-15,7,47,59,64,68,74,82,65.0,63.0,47 59 64 68 74 82,65 63
2025-01-18,8,1,24,31,32,40,81,3.0,53.0,1 24 31 32 40 81,3 53
2025-01-20,9,13,25,30,33,82,86,63.0,21.0,13 25 30 33 82 86,63 21
2025-01-22,10,2,20,28,44,57,88,24.0,47.0,2 20 28 44 57 88,24 47
2025-01-25,11,1,18,46,54,70,88,62.0,24.0,1 18 46 54 70 88,62 24
2025-01-27,12,1,2,14,34,54,56,77.0,34.0,1 2 14 34 54 56,77 34
2025-01-29,13,17,29,50,71,76,89,80.0,12.0,17 29 50 71 76 89,80 12
2025-02-01,14,4,38,56,61,68,70,76.0,20.0,4 38 56 61 68 70,76 20
2025-02-03,15,11,29,33,51,56,86,23.0,89.0,11 29 33 51 56 86,23 89
2025-02-05,16,37,38,41,64,76,80,21.0,21.0,37 38 41 64 76 80,21 21
2025-02-08,17,6,7,25,48,78,89,40.0,23.0,6 7 25 48 78 89,40 23
2025-02-10,18,13,31,34,64,69,88,17.0,34.0,13 31 34 64 69 88,17 34
2025-02-12,19,2,20,34,46,55,60,71.0,39.0,2 20 34 46 55 60,71 39
2025-02-15,20,1,9,32,48,56,58,55.0,11.0,1 9 32 48 56 58,55 11
2025-02-17,21,10,40,46,47,57,72,5.0,44.0,10 40 46 47 57 72,5 44
2025-02-19,22,26,42,69,70,74,88,45.0,66.0,26 42 69 70 74 88,45 66
2025-02-22,23,1,5,29,36,54,57,35.0,4.0,1 5 29 36 54 57,35 4
2025-02-24,24,1,23,40,43,53,59,37.0,71.0,1 23 40 43 53 59,37 71
2025-02-26,25,10,52,65,73,87,88,45.0,42.0,10 52 65 73 87 88,45 42
2025-03-01,26,38,42,62,66,75,77,78.0,61.0,38 42 62 66 75 77,78 61
2025-03-03,27,2,8,18,27,67,87,55.0,82.0,2 8 18 27 67 87,55 82
2025-03-05,28,30,32,48,65,82,85,64.0,14.0,30 32 48 65 82 85,64 14
2025-03-08,29,7,31,37,65,79,87,90.0,41.0,7 31 37 65 79 87,90 41
2025-03-10,30,2,9,28,43,59,61,74.0,56.0,2 9 28 43 59 61,74 56
2025-03-12,31,37,47,57,62,75,90,87.0,31.0,37 47 57 62 75 90,87 31
2025-03-15,32,15,18,24,29,61,75,82.0,24.0,15 18 24 29 61 75,82 24
2025-03-17,33,7,28,30,59,62,77,74.0,28.0,7 28 30 59 62 77,74 28
2025-03-19,34,13,39,59,70,73,80,31.0,45.0,13 39 59 70 73 80,31 45
2025-03-22,35,11,12,33,47,49,70,63.0,17.0,11 12 33 47 49 70,63 17
2025-03-24,36,8,18,21,41,43,73,59.0,66.0,8 18 21 41 43 73,59 66
2025-03-26,37,5,9,29,30,31,63,35.0,38.0,5 9 29 30 31 63,35 38
2025-03-29,38,27,45,59,67,79,84,77.0,24.0,27 45 59 67 79 84,77 24
2025-03-31,39,3,18,19,23,27,87,29.0,23.0,3 18 19 23 27 87,29 23
2025-04-02,40,19,20,36,48,53,66,77.0,71.0,19 20 36 48 53 66,77 71
2025-04-05,41,8,38,53,75,84,90,31.0,30.0,8 38 53 75 84 90,31 30
2025-04-07,42,1,9,13,20,66,79,45.0,75.0,1 9 13 20 66 79,45 75
2025-04-09,43,12,14,15,66,76,77,13.0,88.0,12 14 15 66 76 77,13 88
2025-04-12,44,11,26,35,48,53,57,51.0,51.0,11 26 35 48 53 57,51 51
2025-04-14,45,38,40,41,45,49,69,43.0,50.0,38 40 41 45 49 69,43 50
2025-04-16,46,11,18,40,43,59,88,49.0,68.0,11 18 40 43 59 88,49 68
2025-04-19,47,31,43,52,53,63,66,2.0,2.0,31 43 52 53 63 66,2 2
2025-04-21,48,13,31,37,42,77,80,79.0,33.0,13 31 37 42 77 80,79 33
2025-04-23,49,33,41,66,74,80,81,85.0,45.0,33 41 66 74 80 81,85 45
2025-04-26,50,1,5,18,33,47,56,85.0,66.0,1 5 18 33 47 56,85 66
2025-04-28,51,15,34,53,63,64,88,28.0,46.0,15 34 53 63 64 88,28 46
2025-04-30,52,1,10,56,66,67,78,14.0,27.0,1 10 56 66 67 78,14 27
2025-05-03,53,5,11,15,30,66,86,37.0,13.0,5 11 15 30 66 86,37 13
2025-05-05,54,8,25,33,42,50,51,81.0,16.0,8 25 33 42 50 51,81 16
2025-05-07,55,10,27,33,49,50,61,74.0,73.0,10 27 33 49 50 61,74 73
2025-05-10,56,6,29,32,60,62,72,44.0,27.0,6 29 32 60 62 72,44 27
2025-05-12,57,24,30,58,79,87,90,67.0,66.0,24 30 58 79 87 90,67 66
2025-05-14,58,5,11,21,29,45,72,3.0,72.0,5 11 21 29 45 72,3 72
2025-05-17,59,22,25,37,40,80,88,27.0,80.0,22 25 37 40 80 88,27 80
2025-05-19,60,6,22,58,84,87,90,62.0,72.0,6 22 58 84 87 90,62 72
2025-05-21,61,16,34,41,63,71,82,59.0,67.0,16 34 41 63 71 82,59 67
2025-05-24,62,38,40,49,55,61,77,1.0,54.0,38 40 49 55 61 77,1 54
2025-05-26,63,26,30,45,70,78,88,12.0,59.0,26 30 45 70 78 88,12 59
2025-05-28,64,35,37,49,60,72,89,34.0,34.0,35 37 49 60 72 89,34 34
2025-05-31,65,7,14,23,53,57,87,22.0,38.0,7 14 23 53 57 87,22 38
2025-06-02,66,16,29,46,61,80,87,6.0,14.0,16 29 46 61 80 87,6 14
2025-06-04,67,4,35,41,46,75,80,25.0,53.0,4 35 41 46 75 80,25 53
2025-06-07,68,8,12,18,22,25,32,9.0,50.0,8 12 18 22 25 32,9 50
2025-06-09,69,40,54,55,60,80,84,77.0,11.0,40 54 55 60 80 84,77 11
2025-06-11,70,31,42,65,76,81,87,36.0,90.0,31 42 65 76 81 87,36 90
2025-06-14,71,28,35,60,76,80,88,19.0,48.0,28 35 60 76 80 88,19 48
2025-06-16,72,7,12,27,53,72,77,19.0,86.0,7 12 27 53 72 77,19 86
2025-06-18,73,37,39,48,54,85,90,55.0,10.0,37 39 48 54 85 90,55 10
2025-06-21,74,3,13,16,25,50,84,4.0,28.0,3 13 16 25 50 84,4 28
2025-06-23,75,4,8,12,24,30,54,34.0,23.0,4 8 12 24 30 54,34 23
2025-06-25,76,7,20,25,28,78,88,51.0,14.0,7 20 25 28 78 88,51 14
2025-06-28,77,15,22,27,38,56,71,30.0,89.0,15 22 27 38 56 71,30 89
2025-06-30,78,24,41,45,58,72,90,31.0,9.0,24 41 45 58 72 90,31 9
2025-07-02,79,5,38,65,68,69,75,86.0,54.0,5 38 65 68 69 75,86 54
2025-07-05,80,11,12,27,71,76,87,38.0,57.0,11 12 27 71 76 87,38 57
2025-07-07,81,8,18,61,71,75,79,10.0,41.0,8 18 61 71 75 79,10 41
2025-07-09,82,4,13,36,48,53,80,51.0,5.0,4 13 36 48 53 80,51 5
2025-07-12,83,8,17,60,73,84,90,83.0,59.0,8 17 60 73 84 90,83 59
2025-07-16,85,9,22,47,49,55,73,19.0,19.0,9 22 47 49 55 73,19 19
2025-07-19,86,5,7,15,22,25,74,46.0,83.0,5 7 15 22 25 74,46 83
2025-07-21,87,12,48,51,71,76,78,46.0,89.0,12 48 51 71 76 78,46 89
2025-07-23,88,4,29,52,58,72,83,7.0,4.0,4 29 52 58 72 83,7 4
2025-07-26,89,26,38,41,45,70,73,7.0,20.0,26 38 41 45 70 73,7 20
2025-07-28,90,7,10,19,30,41,59,3.0,7.0,7 10 19 30 41 59,3 7
2025-07-30,91,12,19,50,58,62,73,36.0,77.0,12 19 50 58 62 73,36 77
2025-08-02,92,4,5,13,22,35,53,42.0,42.0,4 5 13 22 35 53,42 42
2025-08-04,93,12,20,39,48,59,62,51.0,40.0,12 20 39 48 59 62,51 40
2025-08-06,94,22,36,43,46,80,88,21.0,21.0,22 36 43 46 80 88,21 21
2025-08-09,95,6,18,20,38,62,85,81.0,66.0,6 18 20 38 62 85,81 66
2025-08-11,96,19,31,41,52,70,71,23.0,87.0,19 31 41 52 70 71,23 87
2025-08-13,97,4,6,12,30,67,70,56.0,83.0,4 6 12 30 67 70,56 83
2025-08-16,98,20,45,46,50,62,80,54.0,87.0,20 45 46 50 62 80,54 87
2025-08-18,99,24,37,45,55,60,62,68.0,86.0,24 37 45 55 60 62,68 86
2025-08-20,100,5,23,24,29,33,53,14.0,88.0,5 23 24 29 33 53,14 88
2025-08-23,101,4,10,36,45,65,83,84.0,41.0,4 10 36 45 65 83,84 41
2025-08-25,102,2,40,44,50,56,77,89.0,3.0,2 40 44 50 56 77,89 3
2025-08-27,103,5,6,7,44,72,79,11.0,67.0,5 6 7 44 72 79,11 67
2025-08-30,104,34,37,51,62,70,80,12.0,44.0,34 37 51 62 70 80,12 44
2025-09-01,105,5,7,14,23,26,33,85.0,21.0,5 7 14 23 26 33,85 21
2025-09-03,106,27,35,39,57,61,88,69.0,9.0,27 35 39 57 61 88,69 9
2025-09-06,107,7,19,29,30,32,33,60.0,64.0,7 19 29 30 32 33,60 64
2025-09-08,108,2,3,12,36,39,87,29.0,51.0,2 3 12 36 39 87,29 51
2025-09-10,109,5,32,36,58,64,68,10.0,68.0,5 32 36 58 64 68,10 68
2025-09-13,110,3,35,39,40,49,90,4.0,67.0,3 35 39 40 49 90,4 67
2025-09-15,111,7,23,39,41,47,82,40.0,77.0,7 23 39 41 47 82,40 77
2025-09-17,112,5,25,61,73,74,82,68.0,52.0,5 25 61 73 74 82,68 52
2025-09-20,113,14,24,49,60,61,83,6.0,35.0,14 24 49 60 61 83,6 35
2025-09-22,114,39,59,62,68,76,77,23.0,5.0,39 59 62 68 76 77,23 5
2025-09-24,115,18,48,53,61,64,65,31.0,32.0,18 48 53 61 64 65,31 32
2025-09-27,116,6,32,43,49,77,87,29.0,52.0,6 32 43 49 77 87,29 52
2025-09-29,117,14,35,57,70,76,83,36.0,63.0,14 35 57 70 76 83,36 63
2025-10-01,118,4,28,40,54,57,65,14.0,44.0,4 28 40 54 57 65,14 44
2025-10-04,119,8,12,15,23,34,56,58.0,75.0,8 12 15 23 34 56,58 75
2025-10-06,120,23,31,41,48,58,75,60.0,14.0,23 31 41 48 58 75,60 14
2025-10-08,121,4,27,37,41,48,73,76.0,70.0,4 27 37 41 48 73,76 70
2025-10-11,122,6,12,15,16,19,55,32.0,86.0,6 12 15 16 19 55,32 86
2025-10-13,123,24,36,50,63,65,68,71.0,19.0,24 36 50 63 65 68,71 19
2025-10-15,124,2,10,53,73,77,90,36.0,71.0,2 10 53 73 77 90,36 71
2025-10-18,125,10,13,18,39,63,85,60.0,88.0,10 13 18 39 63 85,60 88
2025-10-20,126,1,29,43,53,75,88,90.0,70.0,1 29 43 53 75 88,90 70
2025-10-22,127,1,7,10,15,33,71,4.0,45.0,1 7 10 15 33 71,4 45
2025-10-25,128,16,20,27,46,57,79,53.0,12.0,16 20 27 46 57 79,53 12
2025-10-27,129,4,6,25,45,57,62,88.0,15.0,4 6 25 45 57 62,88 15
2025-10-29,130,2,6,12,18,36,43,75.0,23.0,2 6 12 18 36 43,75 23
2025-11-01,131,33,45,47,50,72,76,80.0,51.0,33 45 47 50 72 76,80 51
2025-11-03,132,7,14,16,20,27,62,81.0,9.0,7 14 16 20 27 62,81 9
2025-11-05,133,14,45,49,68,79,81,58.0,90.0,14 45 49 68 79 81,58 90
2025-11-08,134,4,18,39,87,89,90,14.0,54.0,4 18 39 87 89 90,14 54
2025-11-10,135,2,16,32,75,76,86,23.0,55.0,2 16 32 75 76 86,23 55
2025-11-12,136,1,8,25,38,71,83,80.0,47.0,1 8 25 38 71 83,80 47
2025-11-15,137,33,43,46,66,72,90,35.0,85.0,33 43 46 66 72 90,35 85
2025-11-17,138,17,27,31,32,43,65,26.0,48.0,17 27 31 32 43 65,26 48
2025-11-19,139,5,15,59,61,82,86,62.0,69.0,5 15 59 61 82 86,62 69
2025-11-22,140,18,32,35,72,80,87,85.0,87.0,18 32 35 72 80 87,85 87
2025-11-24,141,24,34,59,60,61,70,53.0,45.0,24 34 59 60 61 70,53 45
2025-11-26,142,14,23,24,27,49,85,22.0,59.0,14 23 24 27 49 85,22 59
2025-11-29,143,7,20,32,41,56,72,44.0,19.0,7 20 32 41 56 72,44 19
2025-12-01,144,16,33,61,63,72,84,60.0,9.0,16 33 61 63 72 84,60 9
2025-12-03,145,2,6,19,47,53,62,56.0,45.0,2 6 19 47 53 62,56 45
2025-12-06,146,14,38,56,73,74,87,29.0,81.0,14 38 56 73 74 87,29 81
2025-12-08,147,8,29,38,73,76,88,13.0,68.0,8 29 38 73 76 88,13 68
2025-12-10,148,30,38,43,54,62,71,74.0,39.0,30 38 43 54 62 71,74 39
2025-12-13,149,7,57,67,70,74,86,4.0,22.0,7 57 67 70 74 86,4 22
2025-12-15,150,2,3,17,48,68,82,29.0,48.0,2 3 17 48 68 82,29 48
2025-12-17,151,3,6,8,28,55,82,17.0,21.0,3 6 8 28 55 82,17 21
2025-12-20,152,5,27,52,64,73,83,44.0,9.0,5 27 52 64 73 83,44 9
2025-12-22,153,19,24,41,44,56,71,23.0,26.0,19 24 41 44 56 71,23 26
2025-12-24,154,13,24,30,40,60,75,47.0,42.0,13 24 30 40 60 75,47 42
2025-12-27,155,9,13,29,41,74,82,39.0,51.0,9 13 29 41 74 82,39 51
2025-12-29,156,36,57,59,67,80,85,18.0,49.0,36 57 59 67 80 85,18 49
2025-12-31,157,13,14,19,25,32,45,23.0,42.0,13 14 19 25 32 45,23 42
2026-01-03,1,30,47,58,68,70,78,37.0,89.0,30 47 58 68 70 78,37 89
2026-01-05,2,4,12,37,50,64,89,41.0,7.0,4 12 37 50 64 89,41 7
2026-01-07,3,13,24,44,79,80,89,39.0,44.0,13 24 44 79 80 89,39 44
2026-01-10,4,3,23,55,59,69,82,36.0,80.0,3 23 55 59 69 82,36 80
2026-01-12,5,6,31,38,51,66,68,88.0,64.0,6 31 38 51 66 68,88 64
2026-01-14,6,2,3,8,41,68,90,5.0,34.0,2 3 8 41 68 90,5 34
2026-01-17,7,10,26,28,57,65,82,34.0,70.0,10 26 28 57 65 82,34 70
2026-01-19,8,2,21,27,62,74,81,33.0,84.0,2 21 27 62 74 81,33 84
2026-01-21,9,6,23,40,50,71,89,4.0,67.0,6 23 40 50 71 89,4 67
2026-01-24,10,6,24,30,40,63,78,9.0,81.0,6 24 30 40 63 78,9 81
2026-01-26,11,14,22,27,40,51,70,57.0,81.0,14 22 27 40 51 70,57 81
2026-01-28,12,6,42,67,74,78,83,2.0,30.0,6 42 67 74 78 83,2 30
2026-01-31,13,16,28,31,41,59,74,35.0,86.0,16 28 31 41 59 74,35 86
2026-02-02,14,21,41,51,53,57,74,69.0,27.0,21 41 51 53 57 74,69 27
2026-02-04,15,8,46,50,52,67,69,64.0,21.0,8 46 50 52 67 69,64 21
2026-02-07,16,8,30,65,67,72,80,26.0,62.0,8 30 65 67 72 80,26 62
2026-02-09,17,45,67,74,77,87,89,37.0,30.0,45 67 74 77 87 89,37 30
2026-02-11,18,34,45,66,73,74,79,29.0,9.0,34 45 66 73 74 79,29 9
2026-02-14,19,15,26,41,50,74,76,1.0,9.0,15 26 41 50 74 76,1 9
2026-02-16,20,1,3,8,33,49,71,64.0,57.0,1 3 8 33 49 71,64 57
2026-02-18,21,13,19,50,55,62,82,90.0,77.0,13 19 50 55 62 82,90 77
2026-02-21,22,31,35,66,68,71,82,15.0,54.0,31 35 66 68 71 82,15 54
2026-02-23,23,6,7,10,11,39,55,70.0,1.0,6 7 10 11 39 55,70 1
2026-02-25,24,4,14,27,33,41,84,68.0,83.0,4 14 27 33 41 84,68 83
2026-02-28,25,2,21,22,44,48,81,42.0,66.0,2 21 22 44 48 81,42 66
2026-03-02,26,18,26,29,58,65,80,21.0,8.0,18 26 29 58 65 80,21 8
2026-03-04,27,44,46,60,67,87,88,21.0,32.0,44 46 60 67 87 88,21 32
2026-03-07,28,12,32,57,67,80,82,22.0,48.0,12 32 57 67 80 82,22 48
2026-03-09,29,7,23,38,55,57,90,87.0,29.0,7 23 38 55 57 90,87 29
2026-03-11,30,24,29,52,57,64,71,53.0,65.0,24 29 52 57 64 71,53 65
2026-03-14,31,24,32,40,43,46,77,17.0,87.0,24 32 40 43 46 77,17 87
2026-03-16,32,23,38,47,61,78,83,81.0,40.0,23 38 47 61 78 83,81 40
2026-03-18,33,10,12,35,53,55,86,89.0,75.0,10 12 35 53 55 86,89 75
2026-03-21,34,6,13,26,47,67,71,89.0,38.0,6 13 26 47 67 71,89 38
2026-03-23,35,20,28,31,45,67,68,24.0,46.0,20 28 31 45 67 68,24 46
2026-03-25,36,14,19,40,41,43,78,46.0,80.0,14 19 40 41 43 78,46 80
2026-03-28,37,4,5,7,17,63,72,86.0,45.0,4 5 7 17 63 72,86 45
2026-03-30,38,4,16,23,63,66,76,48.0,76.0,4 16 23 63 66 76,48 76
2026-04-01,39,9,29,33,56,64,74,12.0,70.0,9 29 33 56 64 74,12 70
2026-04-04,40,19,29,42,59,72,82,27.0,68.0,19 29 42 59 72 82,27 68
2026-04-06,41,40,43,50,55,69,75,62.0,1.0,40 43 50 55 69 75,62 1
2026-04-08,42,5,13,26,42,62,80,87.0,56.0,5 13 26 42 62 80,87 56
2026-04-11,43,2,9,30,45,50,52,37.0,90.0,2 9 30 45 50 52,37 90
2026-04-13,44,3,13,24,48,76,81,74.0,9.0,3 13 24 48 76 81,74 9
2026-04-15,45,4,35,48,56,64,76,46.0,39.0,4 35 48 56 64 76,46 39
2026-04-18,46,3,6,38,48,66,69,89.0,85.0,3 6 38 48 66 69,89 85
2026-04-20,47,28,33,53,78,83,88,21.0,63.0,28 33 53 78 83 88,21 63
2026-04-22,48,12,17,38,48,64,68,84.0,27.0,12 17 38 48 64 68,84 27
2026-04-25,49,10,27,63,64,70,90,61.0,10.0,10 27 63 64 70 90,61 10
2026-04-27,50,11,19,27,34,35,81,29.0,70.0,11 19 27 34 35 81,29 70
2026-04-29,51,38,64,68,78,84,88,70.0,73.0,38 64 68 78 84 88,70 73
2026-05-02,52,3,37,62,64,70,87,47.0,4.0,3 37 62 64 70 87,47 4
2026-05-04,53,7,12,35,47,60,82,15.0,77.0,7 12 35 47 60 82,15 77
2026-05-06,54,18,30,50,55,72,82,40.0,84.0,18 30 50 55 72 82,40 84
2026-05-09,55,17,25,28,53,72,79,61.0,45.0,17 25 28 53 72 79,61 45
2026-05-11,56,18,36,38,48,53,81,74.0,15.0,18 36 38 48 53 81,74 15
2026-05-13,57,6,39,41,59,70,89,21.0,24.0,6 39 41 59 70 89,21 24
2026-05-16,58,2,8,55,73,79,88,47.0,61.0,2 8 55 73 79 88,47 61
2026-05-18,59,22,34,71,75,85,89,30.0,40.0,22 34 71 75 85 89,30 40
2026-05-20,60,2,24,35,74,82,89,67.0,9.0,2 24 35 74 82 89,67 9
2026-05-23,61,19,20,28,53,68,77,47.0,57.0,19 20 28 53 68 77,47 57
2026-05-25,62,15,28,40,42,72,81,25.0,33.0,15 28 40 42 72 81,25 33
2026-05-27,63,7,52,58,69,82,84,37.0,7.0,7 52 58 69 82 84,37 7
2026-05-30,64,42,44,50,72,77,83,25.0,59.0,42 44 50 72 77 83,25 59
2026-06-01,65,19,36,46,63,75,85,80.0,39.0,19 36 46 63 75 85,80 39
2026-06-03,66,2,15,17,55,78,83,77.0,66.0,2 15 17 55 78 83,77 66
2026-06-06,67,8,33,50,53,62,63,39.0,8.0,8 33 50 53 62 63,39 8
2026-06-08,68,28,30,39,48,55,68,87.0,80.0,28 30 39 48 55 68,87 80
2026-06-10,69,10,15,25,31,45,56,67.0,50.0,10 15 25 31 45 56,67 50
2026-06-13,70,2,16,25,35,80,88,40.0,53.0,2 16 25 35 80 88,40 53
2026-06-15,71,15,33,36,53,79,87,78.0,0.0,15 33 36 53 79 87,78
2026-06-17,72,7,18,22,55,76,79,31.0,0.0,7 18 22 55 76 79,31
