date,draw_no,n1,n2,n3,n4,n5,bonus,numbers
2022-07-06,54,4,13,27,28,29,5,4 13 27 28 29
2022-07-10,55,2,9,26,30,33,11,2 9 26 30 33
2022-07-13,56,1,7,9,10,27,3,1 7 9 10 27
2022-07-17,57,4,10,14,16,23,6,4 10 14 16 23
2022-07-20,58,3,4,20,31,34,4,3 4 20 31 34
2022-07-24,59,13,18,20,21,27,12,13 18 20 21 27
2022-07-27,60,2,7,18,32,33,7,2 7 18 32 33
2022-07-31,61,11,12,22,31,32,1,11 12 22 31 32
2022-08-03,62,4,10,13,21,23,7,4 10 13 21 23
2022-08-07,63,1,2,3,12,22,9,1 2 3 12 22
2022-08-10,64,5,13,15,20,34,12,5 13 15 20 34
2022-08-14,65,9,16,24,26,28,4,9 16 24 26 28
2022-08-17,66,4,5,17,18,21,9,4 5 17 18 21
2022-08-21,67,1,4,5,9,23,4,1 4 5 9 23
2022-08-24,68,9,14,20,24,33,4,9 14 20 24 33
2022-08-28,69,2,6,18,22,23,10,2 6 18 22 23
2022-08-31,70,6,7,11,14,30,9,6 7 11 14 30
2022-09-04,71,3,17,18,25,34,9,3 17 18 25 34
2022-09-07,72,4,5,6,10,19,7,4 5 6 10 19
2022-09-11,73,12,17,25,26,34,11,12 17 25 26 34
2022-09-14,74,5,25,28,32,34,12,5 25 28 32 34
2022-09-18,75,6,9,10,20,33,2,6 9 10 20 33
2022-09-21,76,10,13,15,31,34,11,10 13 15 31 34
2022-09-25,77,3,8,28,30,34,4,3 8 28 30 34
2022-09-28,78,2,14,17,18,19,8,2 14 17 18 19
2022-10-02,79,4,15,19,22,30,10,4 15 19 22 30
2022-10-05,80,3,14,27,29,34,9,3 14 27 29 34
2022-10-09,81,1,3,12,19,31,6,1 3 12 19 31
2022-10-12,82,6,14,25,30,32,7,6 14 25 30 32
2022-10-16,83,6,11,21,31,33,2,6 11 21 31 33
2022-10-19,84,4,20,23,31,34,14,4 20 23 31 34
2022-10-23,85,5,14,28,29,31,8,5 14 28 29 31
2022-10-26,86,12,13,24,25,30,4,12 13 24 25 30
2022-10-30,87,12,15,16,24,28,8,12 15 16 24 28
2022-11-02,88,2,7,18,28,32,8,2 7 18 28 32
2022-11-06,89,1,5,7,11,17,8,1 5 7 11 17
2022-11-09,90,1,5,17,21,27,5,1 5 17 21 27
2022-11-13,91,3,6,16,26,33,4,3 6 16 26 33
2022-11-16,92,8,9,24,33,34,5,8 9 24 33 34
2022-11-20,93,13,17,18,32,33,3,13 17 18 32 33
2022-11-23,94,2,5,7,9,28,4,2 5 7 9 28
2022-11-27,95,7,18,22,24,26,6,7 18 22 24 26
2022-11-30,96,3,5,18,23,32,13,3 5 18 23 32
2022-12-04,97,7,20,24,33,34,11,7 20 24 33 34
2022-12-07,98,3,14,16,20,25,7,3 14 16 20 25
2022-12-09,3,5,16,17,30,33,10,5 16 17 30 33
2022-12-11,99,5,18,19,27,33,13,5 18 19 27 33
2022-12-14,100,4,6,24,26,29,8,4 6 24 26 29
2022-12-18,101,13,15,20,22,33,11,13 15 20 22 33
2022-12-21,102,3,4,23,25,31,11,3 4 23 25 31
2022-12-25,103,4,6,16,17,28,13,4 6 16 17 28
2022-12-28,104,5,12,18,26,30,7,5 12 18 26 30
2023-01-01,1,17,19,20,23,32,11,17 19 20 23 32
2023-01-04,2,9,13,20,26,29,7,9 13 20 26 29
2023-01-08,3,19,21,22,31,34,8,19 21 22 31 34
2023-01-11,4,4,12,28,30,31,9,4 12 28 30 31
2023-01-15,5,13,18,25,30,31,10,13 18 25 30 31
2023-01-18,6,6,13,16,22,32,9,6 13 16 22 32
2023-01-22,7,4,16,23,29,32,6,4 16 23 29 32
2023-01-25,8,4,6,12,16,33,1,4 6 12 16 33
2023-01-29,9,9,12,14,23,27,10,9 12 14 23 27
2023-02-01,10,1,4,7,22,27,14,1 4 7 22 27
2023-02-05,11,18,19,22,32,33,7,18 19 22 32 33
2023-02-08,12,3,5,9,10,29,11,3 5 9 10 29
2023-02-12,13,3,11,23,24,34,4,3 11 23 24 34
2023-02-15,14,6,19,21,25,32,10,6 19 21 25 32
2023-02-19,15,7,21,25,27,33,13,7 21 25 27 33
2023-02-22,16,1,13,23,30,34,14,1 13 23 30 34
2023-02-26,17,14,15,19,22,27,8,14 15 19 22 27
2023-03-01,18,5,7,17,31,32,5,5 7 17 31 32
2023-03-05,19,6,9,14,15,33,11,6 9 14 15 33
2023-03-08,20,11,13,14,26,29,2,11 13 14 26 29
2023-03-12,21,9,15,19,23,33,8,9 15 19 23 33
2023-03-15,22,9,18,21,26,29,8,9 18 21 26 29
2023-03-19,23,6,8,12,13,21,10,6 8 12 13 21
2023-03-22,24,5,6,20,26,28,4,5 6 20 26 28
2023-03-26,25,5,14,25,29,33,3,5 14 25 29 33
2023-03-29,26,11,13,30,31,34,14,11 13 30 31 34
2023-04-02,27,12,17,23,28,33,4,12 17 23 28 33
2023-04-05,28,4,8,9,21,31,4,4 8 9 21 31
2023-04-09,29,2,3,4,6,7,13,2 3 4 6 7
2023-04-12,30,9,12,17,33,34,14,9 12 17 33 34
2023-04-16,31,9,10,25,30,33,13,9 10 25 30 33
2023-04-19,32,4,5,17,28,32,14,4 5 17 28 32
2023-04-23,33,9,22,26,27,28,12,9 22 26 27 28
2023-04-26,34,11,13,23,24,33,12,11 13 23 24 33
2023-04-30,35,7,11,13,14,24,10,7 11 13 14 24
2023-05-03,36,11,18,25,26,29,13,11 18 25 26 29
2023-05-07,37,10,20,26,27,34,2,10 20 26 27 34
2023-05-10,38,6,7,13,27,30,12,6 7 13 27 30
2023-05-14,39,9,12,17,23,33,13,9 12 17 23 33
2023-05-17,40,14,21,22,25,29,2,14 21 22 25 29
2023-05-21,41,5,13,17,18,20,7,5 13 17 18 20
2023-05-24,42,5,10,24,25,29,2,5 10 24 25 29
2023-05-28,43,8,17,23,29,31,2,8 17 23 29 31
2023-05-31,44,3,14,28,31,32,11,3 14 28 31 32
2023-06-04,45,4,6,7,12,29,8,4 6 7 12 29
2023-06-07,46,5,7,14,15,25,4,5 7 14 15 25
2023-06-11,47,12,13,14,17,25,5,12 13 14 17 25
2023-06-14,48,8,9,15,25,27,13,8 9 15 25 27
2023-06-18,49,2,5,10,11,27,12,2 5 10 11 27
2023-06-21,50,8,15,19,23,29,9,8 15 19 23 29
2023-06-25,51,4,9,16,22,32,13,4 9 16 22 32
2023-06-28,52,11,13,18,21,32,5,11 13 18 21 32
2023-07-02,53,2,5,8,11,14,3,2 5 8 11 14
2023-07-05,54,16,17,18,20,22,9,16 17 18 20 22
2023-07-09,55,6,9,10,15,26,13,6 9 10 15 26
2023-07-12,56,9,13,15,17,32,11,9 13 15 17 32
2023-07-16,57,2,13,18,23,24,10,2 13 18 23 24
2023-07-19,58,2,7,13,15,23,14,2 7 13 15 23
2023-07-23,59,9,14,21,26,28,11,9 14 21 26 28
2023-07-26,60,5,14,16,20,30,9,5 14 16 20 30
2023-07-30,61,1,8,19,26,32,13,1 8 19 26 32
2023-08-02,62,4,8,16,30,33,2,4 8 16 30 33
2023-08-06,63,3,10,15,18,32,12,3 10 15 18 32
2023-08-09,64,1,2,10,28,33,9,1 2 10 28 33
2023-08-13,65,4,16,17,26,28,1,4 16 17 26 28
2023-08-16,66,9,17,23,24,29,2,9 17 23 24 29
2023-08-20,67,3,7,16,18,31,13,3 7 16 18 31
2023-08-23,68,6,8,9,26,34,8,6 8 9 26 34
2023-08-27,69,2,15,24,28,29,12,2 15 24 28 29
2023-08-30,70,14,23,29,33,34,2,14 23 29 33 34
2023-09-03,71,6,18,19,20,29,2,6 18 19 20 29
2023-09-06,72,7,12,15,22,31,9,7 12 15 22 31
2023-09-10,73,6,14,21,25,26,1,6 14 21 25 26
2023-09-13,74,21,22,26,27,28,11,21 22 26 27 28
2023-09-17,75,1,4,15,25,30,7,1 4 15 25 30
2023-09-20,76,8,10,19,23,33,6,8 10 19 23 33
2023-09-24,77,12,22,24,29,32,5,12 22 24 29 32
2023-09-27,78,17,20,21,26,33,12,17 20 21 26 33
2023-10-01,79,1,10,25,29,33,2,1 10 25 29 33
2023-10-04,80,3,20,23,26,31,7,3 20 23 26 31
2023-10-08,81,2,4,12,17,21,6,2 4 12 17 21
2023-10-11,82,1,2,29,30,32,2,1 2 29 30 32
2023-10-15,83,3,8,17,32,34,8,3 8 17 32 34
2023-10-18,84,7,9,11,29,31,12,7 9 11 29 31
2023-10-22,85,17,19,24,29,30,9,17 19 24 29 30
2023-10-25,86,6,10,19,24,26,10,6 10 19 24 26
2023-10-29,87,5,7,16,26,31,10,5 7 16 26 31
2023-11-01,88,12,14,19,32,34,4,12 14 19 32 34
2023-11-05,89,7,12,15,17,22,6,7 12 15 17 22
2023-11-08,90,5,7,13,14,22,14,5 7 13 14 22
2023-11-12,91,3,7,18,20,25,10,3 7 18 20 25
2023-11-15,92,2,16,17,22,33,3,2 16 17 22 33
2023-11-19,93,1,16,22,23,34,9,1 16 22 23 34
2023-11-22,94,14,16,18,19,20,6,14 16 18 19 20
2023-11-26,95,7,9,18,24,34,1,7 9 18 24 34
2023-11-29,96,15,18,20,23,29,14,15 18 20 23 29
2023-12-03,97,2,13,17,26,27,7,2 13 17 26 27
2023-12-06,98,8,21,23,25,27,13,8 21 23 25 27
2023-12-10,99,6,15,18,27,30,8,6 15 18 27 30
2023-12-13,100,4,8,16,21,26,6,4 8 16 21 26
2023-12-17,101,6,11,16,22,29,8,6 11 16 22 29
2023-12-20,102,8,12,17,21,29,7,8 12 17 21 29
2023-12-24,103,6,11,15,26,33,12,6 11 15 26 33
2023-12-30,105,5,6,23,25,34,4,5 6 23 25 34
2024-01-03,1,6,19,24,26,29,10,6 19 24 26 29
2024-01-07,2,11,14,18,31,32,2,11 14 18 31 32
2024-01-10,3,2,5,12,17,33,3,2 5 12 17 33
2024-01-14,4,2,17,20,32,34,7,2 17 20 32 34
2024-01-17,5,2,4,9,10,30,7,2 4 9 10 30
2024-01-21,6,5,8,15,31,32,12,5 8 15 31 32
2024-01-24,7,17,20,21,22,30,2,17 20 21 22 30
2024-01-28,8,5,13,18,23,30,6,5 13 18 23 30
2024-01-31,9,10,11,22,23,26,12,10 11 22 23 26
2024-02-04,10,1,12,16,21,22,7,1 12 16 21 22
2024-02-07,11,6,11,13,25,33,13,6 11 13 25 33
2024-02-11,12,5,13,16,21,33,6,5 13 16 21 33
2024-02-14,13,10,12,15,25,29,13,10 12 15 25 29
2024-02-18,14,6,10,13,23,25,2,6 10 13 23 25
2024-02-21,15,12,19,23,30,33,9,12 19 23 30 33
2024-02-25,16,8,13,15,19,24,14,8 13 15 19 24
2024-02-28,17,6,10,11,25,31,14,6 10 11 25 31
2024-03-03,18,5,6,11,28,30,4,5 6 11 28 30
2024-03-06,19,2,10,14,15,20,3,2 10 14 15 20
2024-03-10,20,15,18,19,21,24,5,15 18 19 21 24
2024-03-13,21,5,16,19,21,28,5,5 16 19 21 28
2024-03-17,22,1,8,10,23,27,8,1 8 10 23 27
2024-03-20,23,9,25,31,32,34,9,9 25 31 32 34
2024-03-24,24,12,18,20,24,32,7,12 18 20 24 32
2024-03-27,25,7,14,19,21,32,3,7 14 19 21 32
2024-03-31,26,6,8,15,25,26,13,6 8 15 25 26
2024-04-03,27,7,13,18,24,25,5,7 13 18 24 25
2024-04-07,28,8,10,11,13,22,12,8 10 11 13 22
2024-04-10,29,8,9,17,21,23,3,8 9 17 21 23
2024-04-14,30,2,12,22,27,29,1,2 12 22 27 29
2024-04-17,31,4,13,29,31,33,8,4 13 29 31 33
2024-04-21,32,4,5,29,30,33,9,4 5 29 30 33
2024-04-24,33,5,11,12,19,24,14,5 11 12 19 24
2024-04-28,34,11,14,15,21,24,5,11 14 15 21 24
2024-05-01,35,6,8,9,19,32,1,6 8 9 19 32
2024-05-05,36,2,15,23,24,34,6,2 15 23 24 34
2024-05-08,37,1,4,6,16,31,9,1 4 6 16 31
2024-05-12,38,2,4,14,26,30,6,2 4 14 26 30
2024-05-15,39,2,19,24,29,33,11,2 19 24 29 33
2024-05-19,40,10,17,21,26,29,1,10 17 21 26 29
2024-05-22,41,4,14,18,19,29,4,4 14 18 19 29
2024-05-26,42,1,5,19,26,28,10,1 5 19 26 28
2024-05-29,43,13,17,20,21,30,2,13 17 20 21 30
2024-06-02,44,12,15,17,22,26,8,12 15 17 22 26
2024-06-05,45,4,5,21,24,25,11,4 5 21 24 25
2024-06-09,46,3,8,10,25,29,3,3 8 10 25 29
2024-06-12,47,4,5,14,33,34,10,4 5 14 33 34
2024-06-16,48,2,3,7,21,32,5,2 3 7 21 32
2024-06-19,49,1,7,8,11,29,12,1 7 8 11 29
2024-06-23,50,7,8,14,21,25,11,7 8 14 21 25
2024-06-26,51,1,6,12,14,27,6,1 6 12 14 27
2024-06-30,52,1,14,24,25,26,6,1 14 24 25 26
2024-07-03,53,11,23,28,30,34,14,11 23 28 30 34
2024-07-07,54,2,3,9,12,28,5,2 3 9 12 28
2024-07-10,55,9,13,23,26,33,13,9 13 23 26 33
2024-07-14,56,3,15,16,24,25,2,3 15 16 24 25
2024-07-17,57,10,23,25,26,31,10,10 23 25 26 31
2024-07-21,58,3,8,12,18,27,6,3 8 12 18 27
2024-07-24,59,2,12,26,32,34,2,2 12 26 32 34
2024-07-28,60,6,8,13,17,29,13,6 8 13 17 29
2024-07-31,61,4,5,8,27,33,1,4 5 8 27 33
2024-08-04,62,8,12,26,27,32,4,8 12 26 27 32
2024-08-07,63,4,11,16,24,34,2,4 11 16 24 34
2024-08-11,64,3,8,21,29,33,12,3 8 21 29 33
2024-08-14,65,3,4,26,30,32,2,3 4 26 30 32
2024-08-18,66,1,6,9,19,26,8,1 6 9 19 26
2024-08-21,67,6,9,28,33,34,4,6 9 28 33 34
2024-08-25,68,4,13,17,21,34,10,4 13 17 21 34
2024-08-28,69,1,14,20,27,32,5,1 14 20 27 32
2024-09-01,70,3,7,17,18,31,5,3 7 17 18 31
2024-09-04,71,1,7,11,20,34,7,1 7 11 20 34
2024-09-08,72,2,7,12,14,26,10,2 7 12 14 26
2024-09-11,73,6,13,15,22,23,14,6 13 15 22 23
2024-09-15,74,4,16,19,31,34,4,4 16 19 31 34
2024-09-18,75,7,12,14,28,31,4,7 12 14 28 31
2024-09-22,76,7,18,21,24,34,13,7 18 21 24 34
2024-09-25,77,1,7,13,25,27,6,1 7 13 25 27
2024-09-29,78,12,14,22,29,34,5,12 14 22 29 34
2024-10-02,79,10,12,24,28,33,13,10 12 24 28 33
2024-10-06,80,4,10,15,22,25,13,4 10 15 22 25
2024-10-09,81,1,10,14,16,18,14,1 10 14 16 18
2024-10-13,82,2,4,13,17,28,10,2 4 13 17 28
2024-10-16,83,4,7,22,26,31,9,4 7 22 26 31
2024-10-20,84,5,6,21,28,34,7,5 6 21 28 34
2024-10-23,85,5,6,10,15,26,8,5 6 10 15 26
2024-10-27,86,15,25,27,28,30,11,15 25 27 28 30
2024-10-30,87,2,3,10,18,29,3,2 3 10 18 29
2024-11-03,88,1,7,9,12,18,5,1 7 9 12 18
2024-11-06,89,3,10,26,27,32,2,3 10 26 27 32
2024-11-10,90,5,8,22,30,34,14,5 8 22 30 34
2024-11-13,91,2,18,20,21,34,12,2 18 20 21 34
2024-11-17,92,4,7,8,10,25,7,4 7 8 10 25
2024-11-20,93,18,21,26,27,32,10,18 21 26 27 32
2024-11-24,94,8,10,12,13,24,2,8 10 12 13 24
2024-11-27,95,3,11,17,23,34,6,3 11 17 23 34
2024-12-01,96,1,19,24,28,31,10,1 19 24 28 31
2024-12-04,97,7,18,31,33,34,7,7 18 31 33 34
2024-12-08,98,5,16,19,26,32,13,5 16 19 26 32
2024-12-11,99,3,4,11,23,29,2,3 4 11 23 29
2024-12-15,100,1,14,17,20,23,2,1 14 17 20 23
2024-12-18,101,2,14,22,29,34,10,2 14 22 29 34
2024-12-22,102,2,8,16,18,32,6,2 8 16 18 32
2024-12-25,103,10,11,13,14,33,14,10 11 13 14 33
2024-12-29,104,5,14,19,20,30,12,5 14 19 20 30
2025-01-01,1,1,5,8,13,19,7,1 5 8 13 19
2025-01-05,2,8,10,16,31,34,10,8 10 16 31 34
2025-01-08,3,21,23,24,26,34,14,21 23 24 26 34
2025-01-12,4,6,16,32,33,34,5,6 16 32 33 34
2025-01-15,5,2,8,22,31,32,5,2 8 22 31 32
2025-01-19,6,9,14,29,31,33,5,9 14 29 31 33
2025-01-22,7,6,9,19,25,30,9,6 9 19 25 30
2025-01-26,8,5,9,18,22,31,3,5 9 18 22 31
2025-01-29,9,2,10,15,16,30,4,2 10 15 16 30
2025-02-02,10,6,17,18,23,28,12,6 17 18 23 28
2025-02-05,11,2,4,8,9,20,6,2 4 8 9 20
2025-02-09,12,1,8,18,27,29,10,1 8 18 27 29
2025-02-12,13,10,13,19,27,31,3,10 13 19 27 31
2025-02-16,14,2,10,15,17,23,3,2 10 15 17 23
2025-02-19,15,2,5,9,17,25,2,2 5 9 17 25
2025-02-23,16,4,22,26,31,32,12,4 22 26 31 32
2025-02-26,17,11,20,24,26,29,2,11 20 24 26 29
2025-03-02,18,3,20,21,25,34,10,3 20 21 25 34
2025-03-05,19,4,15,19,24,27,14,4 15 19 24 27
2025-03-09,20,3,19,21,32,33,6,3 19 21 32 33
2025-03-12,21,3,5,18,23,27,11,3 5 18 23 27
2025-03-16,22,1,13,15,25,34,10,1 13 15 25 34
2025-03-19,23,2,5,12,19,27,4,2 5 12 19 27
2025-03-23,24,3,26,27,29,33,3,3 26 27 29 33
2025-03-26,25,5,9,10,13,14,1,5 9 10 13 14
2025-03-30,26,5,6,8,22,32,8,5 6 8 22 32
2025-04-02,27,2,15,25,28,32,13,2 15 25 28 32
2025-04-06,28,7,8,22,25,32,5,7 8 22 25 32
2025-04-09,29,2,6,18,26,33,2,2 6 18 26 33
2025-04-13,30,7,9,14,26,32,8,7 9 14 26 32
2025-04-16,31,14,15,19,20,32,11,14 15 19 20 32
2025-04-20,32,1,15,22,23,32,10,1 15 22 23 32
2025-04-23,33,5,17,19,23,29,8,5 17 19 23 29
2025-04-27,34,8,10,11,28,32,1,8 10 11 28 32
2025-04-30,35,22,25,31,32,33,3,22 25 31 32 33
2025-05-04,36,2,21,24,30,33,3,2 21 24 30 33
2025-05-07,37,4,8,17,22,28,12,4 8 17 22 28
2025-05-11,38,3,12,13,22,23,4,3 12 13 22 23
2025-05-14,39,10,13,16,22,29,2,10 13 16 22 29
2025-05-18,40,1,5,9,22,24,9,1 5 9 22 24
2025-05-21,41,1,4,11,13,29,7,1 4 11 13 29
2025-05-25,42,1,12,22,25,28,12,1 12 22 25 28
2025-05-28,43,6,7,9,15,26,2,6 7 9 15 26
2025-06-01,44,12,13,18,21,26,6,12 13 18 21 26
2025-06-04,45,5,11,23,27,30,2,5 11 23 27 30
2025-06-08,46,3,7,8,16,21,14,3 7 8 16 21
2025-06-11,47,1,9,18,22,25,6,1 9 18 22 25
2025-06-15,48,14,18,19,20,27,7,14 18 19 20 27
2025-06-18,49,13,17,30,32,34,14,13 17 30 32 34
2025-06-22,50,5,6,21,22,31,9,5 6 21 22 31
2025-06-25,51,8,10,12,20,28,5,8 10 12 20 28
2025-06-29,52,9,18,22,32,33,3,9 18 22 32 33
2025-07-02,53,7,15,16,26,30,2,7 15 16 26 30
2025-07-06,54,1,2,4,7,16,7,1 2 4 7 16
2025-07-09,55,5,7,12,21,31,2,5 7 12 21 31
2025-07-13,56,2,20,25,27,33,8,2 20 25 27 33
2025-07-20,58,1,8,16,17,22,14,1 8 16 17 22
2025-07-23,59,1,5,20,23,29,10,1 5 20 23 29
2025-07-27,60,4,7,10,11,27,8,4 7 10 11 27
2025-07-30,61,2,3,10,16,23,14,2 3 10 16 23
2025-08-03,62,4,14,15,17,28,3,4 14 15 17 28
2025-08-06,63,15,17,22,24,29,10,15 17 22 24 29
2025-08-10,64,2,16,20,29,34,2,2 16 20 29 34
2025-08-13,65,2,8,9,15,19,3,2 8 9 15 19
2025-08-17,66,5,12,24,32,34,1,5 12 24 32 34
2025-08-20,67,5,22,23,28,31,5,5 22 23 28 31
2025-08-24,68,8,10,13,19,22,9,8 10 13 19 22
2025-08-27,69,16,18,20,21,32,13,16 18 20 21 32
2025-08-31,70,8,28,30,32,34,3,8 28 30 32 34
2025-09-03,71,3,19,21,25,34,10,3 19 21 25 34
2025-09-07,72,2,8,17,21,31,8,2 8 17 21 31
2025-09-10,73,7,19,23,27,33,3,7 19 23 27 33
2025-09-14,74,3,5,25,28,31,4,3 5 25 28 31
2025-09-17,75,16,19,24,30,31,3,16 19 24 30 31
2025-09-21,76,4,6,8,10,31,14,4 6 8 10 31
2025-09-24,77,2,5,12,22,31,7,2 5 12 22 31
2025-09-28,78,6,10,16,21,34,9,6 10 16 21 34
2025-10-01,79,3,5,21,23,26,12,3 5 21 23 26
2025-10-05,80,4,5,11,12,18,9,4 5 11 12 18
2025-10-08,81,4,6,7,16,33,4,4 6 7 16 33
2025-10-12,82,3,12,13,14,17,12,3 12 13 14 17
2025-10-15,83,4,6,12,18,25,9,4 6 12 18 25
2025-10-19,84,4,6,7,14,29,4,4 6 7 14 29
2025-10-22,85,7,14,15,18,23,5,7 14 15 18 23
2025-10-26,86,3,17,19,26,29,8,3 17 19 26 29
2025-10-29,87,5,9,22,23,25,7,5 9 22 23 25
2025-11-02,88,2,8,22,25,29,9,2 8 22 25 29
2025-11-05,89,1,7,8,11,22,11,1 7 8 11 22
2025-11-09,90,2,24,28,30,33,10,2 24 28 30 33
2025-11-12,91,3,10,20,27,33,8,3 10 20 27 33
2025-11-16,92,1,2,7,14,20,5,1 2 7 14 20
2025-11-19,93,1,6,10,19,29,8,1 6 10 19 29
2025-11-23,94,2,8,20,21,27,8,2 8 20 21 27
2025-11-26,95,5,7,21,25,32,4,5 7 21 25 32
2025-11-30,96,5,15,22,25,27,8,5 15 22 25 27
2025-12-03,97,2,6,19,20,22,10,2 6 19 20 22
2025-12-07,98,8,21,22,26,29,5,8 21 22 26 29
2025-12-10,99,8,17,20,30,34,4,8 17 20 30 34
2025-12-14,100,9,11,15,18,33,5,9 11 15 18 33
2025-12-17,101,4,12,18,25,29,13,4 12 18 25 29
2025-12-21,102,3,6,9,22,30,10,3 6 9 22 30
2025-12-24,103,1,3,8,10,34,2,1 3 8 10 34
2025-12-28,104,3,12,14,15,33,14,3 12 14 15 33
2025-12-30,105,2,5,11,31,33,9,2 5 11 31 33
2026-01-04,1,1,12,22,33,34,5,1 12 22 33 34
2026-01-07,2,3,5,8,18,34,6,3 5 8 18 34
2026-01-11,3,7,9,16,21,26,11,7 9 16 21 26
2026-01-14,4,4,10,11,29,34,11,4 10 11 29 34
2026-01-18,5,8,9,22,26,29,12,8 9 22 26 29
2026-01-21,6,15,16,18,30,33,6,15 16 18 30 33
2026-01-25,7,1,7,10,11,13,9,1 7 10 11 13
2026-01-28,8,2,4,12,13,20,10,2 4 12 13 20
2026-02-01,9,9,15,19,20,33,3,9 15 19 20 33
2026-02-04,10,2,5,8,28,33,7,2 5 8 28 33
2026-02-08,11,4,12,16,28,29,1,4 12 16 28 29
2026-02-11,12,19,20,24,28,32,13,19 20 24 28 32
2026-02-15,13,8,20,24,30,33,12,8 20 24 30 33
2026-02-18,14,6,15,19,21,23,12,6 15 19 21 23
2026-02-22,15,3,11,24,29,31,10,3 11 24 29 31
2026-02-25,16,8,15,24,26,27,14,8 15 24 26 27
2026-03-01,17,1,9,14,25,31,10,1 9 14 25 31
2026-03-04,18,2,5,16,24,26,11,2 5 16 24 26
2026-03-08,19,1,8,23,30,33,10,1 8 23 30 33
2026-03-11,20,6,11,14,24,27,14,6 11 14 24 27
2026-03-15,21,7,8,10,20,33,14,7 8 10 20 33
2026-03-18,22,8,13,26,29,31,13,8 13 26 29 31
2026-03-22,23,2,9,15,18,29,9,2 9 15 18 29
2026-03-25,24,8,18,27,28,31,12,8 18 27 28 31
2026-03-29,25,3,11,12,17,20,2,3 11 12 17 20
2026-04-01,26,7,10,12,13,22,14,7 10 12 13 22
2026-04-05,27,9,14,19,20,25,3,9 14 19 20 25
2026-04-08,28,5,17,28,29,30,13,5 17 28 29 30
2026-04-12,29,2,6,11,19,24,8,2 6 11 19 24
2026-04-15,30,1,2,13,16,19,13,1 2 13 16 19
2026-04-19,31,3,14,16,17,34,13,3 14 16 17 34
2026-04-22,32,1,16,24,31,34,5,1 16 24 31 34
2026-04-26,33,6,17,26,29,32,9,6 17 26 29 32
2026-04-29,34,1,6,21,25,34,4,1 6 21 25 34
2026-05-03,35,2,9,19,26,29,13,2 9 19 26 29
2026-05-06,36,3,20,25,32,34,13,3 20 25 32 34
2026-05-10,37,4,6,20,23,33,12,4 6 20 23 33
2026-05-13,38,5,7,11,15,21,6,5 7 11 15 21
2026-05-14,41,18,20,26,27,34,6,18 20 26 27 34
2026-05-17,39,11,20,27,31,32,8,11 20 27 31 32
2026-05-20,40,17,18,27,31,34,13,17 18 27 31 34
2026-05-27,42,18,19,20,22,27,13,18 19 20 22 27
2026-05-31,43,7,9,10,22,28,14,7 9 10 22 28
2026-06-03,44,7,13,19,21,25,14,7 13 19 21 25
2026-06-07,45,12,15,18,21,34,10,12 15 18 21 34
2026-06-10,46,2,4,13,24,33,11,2 4 13 24 33
2026-06-14,47,4,17,21,22,32,2,4 17 21 22 32
2026-06-17,48,5,11,14,22,29,10,5 11 14 22 29
